record_id,인물,event_id,역할,원표기,근거절,보조출전,근거수준,비고
EP0976,고라 요시마루,E263,당사자·대상,수상자(심1),108-1,,회고록단독,수상자 48명 명단 열거
EP0977,고토 요시쓰구,E263,당사자·대상,수상자(심5),108-1,,회고록단독,수상자 48명 명단 열거
EP0978,구니히로 게이치,E263,당사자·대상,수상자(고2),108-1,,회고록단독,수상자 48명 명단 열거
EP0979,구니히로 마코토,E263,당사자·대상,수상자(심3),108-1,,회고록단독,수상자 48명 명단 열거
EP0980,기시모토 기미,E263,당사자·대상,수상자(심3),108-1,,회고록단독,수상자 48명 명단 열거
EP0981,나가노 다카이치,E263,당사자·대상,수상자(심3),108-1,,회고록단독,수상자 48명 명단 열거
EP0982,나가에 요시마사,E263,당사자·대상,수상자(심6),108-1,,회고록단독,수상자 48명 명단 열거
EP0983,나카야마 만조,E263,당사자·대상,수상자(고2),108-1,,회고록단독,수상자 48명 명단 열거
EP0984,나카야마 히사키치,E263,당사자·대상,수상자(심5),108-1,,회고록단독,수상자 48명 명단 열거
EP0985,다나카 가나메,E263,당사자·대상,수상자(심6),108-1,,회고록단독,수상자 48명 명단 열거
EP0986,다케카와 조,E263,당사자·대상,수상자(심2),108-1,,회고록단독,수상자 48명 명단 열거
EP0987,마쓰다 신페이,E263,당사자·대상,수상자(심4),108-1,,회고록단독,수상자 48명 명단 열거
EP0988,마쓰모토 다카쓰구,E263,당사자·대상,수상자(심3),108-1,,회고록단독,수상자 48명 명단 열거
EP0989,마쓰이 사다요시,E263,당사자·대상,수상자(심6),108-1,,회고록단독,수상자 48명 명단 열거
EP0990,미사와 도시오,E263,당사자·대상,수상자(심2),108-1,,회고록단독,수상자 48명 명단 열거
EP0991,미사와 마사오,E263,당사자·대상,수상자(심3),108-1,,회고록단독,수상자 48명 명단 열거
EP0992,미와 유리,E263,당사자·대상,수상자(심5),108-1,,회고록단독,수상자 48명 명단 열거
EP0993,사코 우타코,E263,당사자·대상,수상자(심1),108-1,,회고록단독,수상자 48명 명단 열거
EP0994,스즈키 이리시게,E263,당사자·대상,수상자(심2),108-1,,회고록단독,수상자 48명 명단 열거
EP0995,아오누마 쇼타,E263,당사자·대상,수상자(고1),108-1,,회고록단독,수상자 48명 명단 열거
EP0996,아카시 세이,E263,당사자·대상,수상자(심6),108-1,,회고록단독,수상자 48명 명단 열거
EP0997,안노 세이,E263,당사자·대상,수상자(고1),108-1,,회고록단독,수상자 48명 명단 열거
EP0998,야마다 사다카즈,E263,당사자·대상,수상자(심6),108-1,,회고록단독,수상자 48명 명단 열거
EP0999,오다 덴,E263,당사자·대상,수상자(심2),108-1,,회고록단독,수상자 48명 명단 열거
EP1000,오다와라 류이치,E263,당사자·대상,수상자(고2),108-1,,회고록단독,수상자 48명 명단 열거
EP1001,오쓰카 지카미,E263,당사자·대상,수상자(심6),108-1,,회고록단독,수상자 48명 명단 열거
EP1002,오치 지에,E263,당사자·대상,수상자(심6),108-1,,회고록단독,수상자 명단 열거; 신규인물후보(참조의 '오치 치에코'와 동일인 가능성·한자 미상으로 미병합)
EP1003,오카무라 가쓰토시,E263,당사자·대상,수상자(고2),108-1,,회고록단독,수상자 48명 명단 열거
EP1004,와타나베 다케,E263,당사자·대상,수상자(심2),108-1,,회고록단독,수상자 48명 명단 열거
EP1005,와타나베 도키오,E263,당사자·대상,수상자(심5),108-1,,회고록단독,수상자 48명 명단 열거
EP1006,와타나베 슌조,E263,당사자·대상,수상자(심5),108-1,,회고록단독,수상자 48명 명단 열거
EP1007,요시모토 신지,E263,당사자·대상,수상자(심4),108-1,,회고록단독,수상자 48명 명단 열거
EP1008,요시오카 도시오,E263,당사자·대상,수상자(심4),108-1,,회고록단독,수상자 48명 명단 열거
EP1009,이케다 덴지,E263,당사자·대상,수상자(심1),108-1,,회고록단독,수상자 48명 명단 열거
EP1010,이케우치 도시,E263,당사자·대상,수상자(고1),108-1,,회고록단독,수상자 48명 명단 열거
EP1011,이케우치 야에,E263,당사자·대상,수상자(심5),108-1,,회고록단독,수상자 48명 명단 열거
EP1012,이쿠하시 도시코,E263,당사자·대상,수상자(심4),108-1,,회고록단독,수상자 48명 명단 열거
EP1013,이토 요시,E263,당사자·대상,수상자(고2),108-1,,회고록단독,수상자 48명 명단 열거
EP1014,하라 신스케,E263,당사자·대상,수상자(심5),108-1,,회고록단독,수상자 48명 명단 열거
EP1015,하세가와 다이치,E263,당사자·대상,수상자(고2),108-1,,회고록단독,수상자 48명 명단 열거
EP1016,호다 슈,E263,당사자·대상,수상자(심6),108-1,,회고록단독,수상자 48명 명단 열거
EP1017,후루쇼 야스요,E263,당사자·대상,수상자(심1),108-1,,회고록단독,수상자 48명 명단 열거
EP1018,후지오카 요시오,E263,당사자·대상,수상자(심5),108-1,,회고록단독,수상자 48명 명단 열거
EP1019,후지타 다카시,E263,당사자·대상,수상자(고1),108-1,,회고록단독,수상자 48명 명단 열거
EP1020,히로우치 도시,E263,당사자·대상,수상자(심5),108-1,,회고록단독,수상자 48명 명단 열거
EP1021,박중양,E264,주도자,박 관찰사(주최),108-3,,회고록단독,건원절 축하식 주최 명시
EP1022,도쿠라 소로쿠,E265,당사자·대상,조역 겸 회계역,108-4,,회고록단독,사임 승인·위로금과 금시계 수여의 당사자
EP1023,기쿠카와 게이운,E266,당사자·대상,교무 승계,30-1,,회고록단독,교무를 이어받았다는 명시 서술
EP1024,히자쓰키 마스키치,E266,당사자·대상,(경영 은퇴),30-1,,회고록단독,통감부 철도관리국 근무로 학교 경영에서 물러남 서술
EP1025,다무라 곤조,E267,당사자·대상,매수·유곽 경영,60-4,,회고록단독,불하지 매수·경영자 명시
EP1026,다케카와 세이지,E268,당사자·대상,회장,110-1,,회고록단독,회장 취임 불승인의 당사자
EP1027,이치하라,E268,당사자·대상,제일은행 한국총지배인,110-1,,회고록단독,취임 불승낙 주체; 신규인물후보(풀네임 불명)
EP1028,마에카와 도모지,E268,대표·위원,상치위원,110-1,,회고록단독,임원 인가 명단 열거(4.12 인가)
EP1029,사카이 만지로,E268,대표·위원,상치위원,110-1,,회고록단독,임원 인가 명단 열거(4.12 인가)
EP1030,야스마쓰 구마키치,E268,대표·위원,부회장,110-1,,회고록단독,임원 인가 명단 열거(4.12 인가)
EP1031,오노 미네지로,E268,대표·위원,상치위원,110-1,,회고록단독,임원 인가 명단 열거(4.12 인가)
EP1032,오자키 시즈오,E268,대표·위원,상치위원,110-1,,회고록단독,임원 인가 명단 열거(4.12 인가)
EP1033,노세 다쓰고로,E269,당사자·대상,후임 이사관,109-3,,회고록단독,후임 임명의 당사자
EP1034,오카모토 마사오,E269,당사자·대상,부이사관(이사관 대리),109-3,,회고록단독,이사관 대리 임명의 당사자
EP1035,히사미즈 사부로,E269,당사자·대상,이사관(전임),109-3,,회고록단독,원산 전임·송별의 당사자
EP1036,가와미치 노부타쓰,E271,당사자·대상,고 육군보병 조장,110-3,,회고록단독,제향 대상 전몰자 대표로 개인 명시
EP1037,기쿠치 슈덴,E271,주도자,제14연대장(제문),110-3,,회고록단독,제단 마련·제문 봉독 서술
EP1038,가메야마 리헤타로,E271,참석자,부산이사관,110-3,,회고록단독,참례 서술
EP1039,아다치(중좌),E271,참석자,오쿠보 대장 대리 중좌,110-3,,회고록단독,참례 서술; 신규인물후보(아다치 겐조 대위와 계급 불일치로 별개 추정)
EP1040,니시무라 다케지로,E272,당사자·대상,3등 주계정,111-1,,회고록단독,파견대 간부 명단 열거·착임
EP1041,마쓰다 젠에이,E272,당사자·대상,부관 대위,111-1,,회고록단독,파견대 간부 명단 열거·착임
EP1042,미와 미쓰기,E272,당사자·대상,제2연대장 대좌,111-1,,회고록단독,같은 날 부임 명시
EP1043,아다치 겐조,E272,당사자·대상,부관 대위,111-1,,회고록단독,파견대 간부 명단 열거·착임
EP1044,야마다 고지,E272,당사자·대상,3등 군의정,111-1,,회고록단독,파견대 간부 명단 열거·착임
EP1045,야마다(부관),E272,당사자·대상,연대 부관,111-1,,회고록단독,미와 대좌 수행 부임; 신규인물후보(성만 표기·야마다 고지와 동일인 여부 불명)
EP1046,와타나베 스이사이,E272,당사자·대상,사령관 소장,111-1,,회고록단독,파견대 간부 명단 열거·착임
EP1047,우메다 이와키,E272,당사자·대상,부관 소좌,111-1,,회고록단독,파견대 간부 명단 열거·착임
EP1048,쓰네요시 다다미치,E273,당사자·대상,주빈(귀환부대),111-2,,회고록단독,환송 대상 주빈 명시
EP1049,와타나베 스이사이,E273,당사자·대상,주빈(신착 부대),111-2,,회고록단독,환영 대상 주빈 명시
EP1050,가와이 아사오,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1051,가토 이치로,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1052,고미야 히코지,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1053,고우라 도노마루,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1054,구로카와 엔지,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1055,기무라 다케타로,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1056,니시자와 사토루,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1057,다케카와 세이지,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1058,마스다 도라타,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1059,마쓰무라 다이스케,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1060,마에카와 도모지,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1061,무라카미 도모요시,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1062,미와 야키치,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1063,사이토 요시조,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1064,사카이 만지로,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1065,사키사카 쇼키치,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1066,사토 슈조,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1067,아오키 시게노부,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1068,야스카와 와사부로,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1069,오자키 시즈오,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1070,와케 헤이지로,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1071,와타나베 히스루,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1072,우에다 겐스케,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1073,우치다 로쿠로,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1074,이나모토 신신,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1075,하야시 진시치,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1076,후쿠나가 도쿠지로,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1077,후쿠치 기사쿠,E273,대표·위원,위원,111-1,,회고록단독,위원 추천 명단 열거
EP1078,기쿠치 슈덴,E273,연설자,연대장(감사 인사),111-2,,회고록단독,감사 인사 서술
EP1079,박중양,E273,연설자,박 관찰사(인사),111-2,,회고록단독,인사 등단 서술
EP1080,쓰네요시 다다미치,E273,연설자,여단장(감사 인사),111-2,,회고록단독,감사 인사 서술
EP1081,오카모토 마사오,E273,연설자,이사관(인사),111-2,,회고록단독,인사 등단 서술
EP1082,와타나베 스이사이,E273,연설자,사령관(감사 인사),111-2,,회고록단독,감사 인사 서술
EP1083,미와 미쓰기,E273,참석자,보병 제1연대장 대좌,111-2,,회고록단독,참석 서술(111-1의 제2연대장 표기와 불일치)
EP1084,박중양,E274,주도자,관찰사,57-1,,회고록단독,성벽 철거 영단·재임기 십자로 개통 서술
EP1085,오카무라 하쓰노스케,E275,당사자·대상,기사,62-2,,회고록단독,유치 교섭의 상대방 명시
EP1086,이와세 시즈카,E275,주도자,당시 대구상업회의소 회장,62-2,,회고록단독,단독 비용 부담 교섭·시모노세키 마중 서술
EP1087,나카하라 후사이치,E276,주도자,진력,100-2,,회고록단독,지점 설치 진력자 열거
EP1088,사키사카 쇼키치,E276,주도자,진력,100-2,,회고록단독,지점 설치 진력자 열거
EP1089,시부사와 슈조,E276,주도자,진력,100-2,,회고록단독,지점 설치 진력자 열거
EP1090,오구라 다케노스케,E276,주도자,진력,100-2,,회고록단독,지점 설치 진력자 열거
EP1091,후지나와 분준,E276,주도자,진력,100-2,,회고록단독,지점 설치 진력자 열거
EP1092,소네 아라스케,E280,당사자·대상,소네 부통감,109-4,,회고록단독,진정의 상대방(진정서 각하·면담 거부)
EP1093,가토 이치로,E280,대표·위원,대표,109-4,,회고록단독,대표 3인 열차 내 면담 진정 서술
EP1094,마스다 도라타,E280,대표·위원,대표,109-4,,회고록단독,대표 3인 열차 내 면담 진정 서술
EP1095,오자키 시즈오,E280,대표·위원,대표,109-4,,회고록단독,대표 3인 열차 내 면담 진정 서술
EP1096,소네 아라스케,E281,당사자·대상,부통감,109-2,,회고록단독,환영회·순시 접대의 대상
EP1097,오구라 다케노스케,E281,당사자·대상,한국제연회사 경영,109-2,,회고록단독,시찰 대상 공장 경영자 명시
EP1098,소네 아라스케,E281,주도자,부통감,109-2,,회고록단독,순시 결심·문무관 대동 방문 서술
EP1099,히사미즈 사부로,E281,참석자,이사관(소개),109-2,,회고록단독,공장 시찰 소개 서술(4.20 전임 기록과의 모순은 기록 유지)
EP1100,소네 아라스케,E282,주도자,부통감,109-2,,회고록단독,고적 보존 의제화·도화선 서술
EP1101,가와노 데쓰지로,E283,당사자·대상,부관 전임 대위,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1102,기쿠치 슈덴,E283,당사자·대상,제14연대장 대좌,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1103,나마타메 신,E283,당사자·대상,제47연대장 대좌,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1104,나카무라 신로쿠,E283,당사자·대상,중위,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1105,니노미야 규지,E283,당사자·대상,전임 대위,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1106,미즈타 야스지로,E283,당사자·대상,대위,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1107,시게히사 유히코,E283,당사자·대상,소좌,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1108,시모바야시 야스타케,E283,당사자·대상,제3대대장 전임 소좌,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1109,쓰네요시 다다미치,E283,당사자·대상,소장,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1110,아카시 야스이치로,E283,당사자·대상,제1대대장 소좌,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1111,야마가미 사다나오,E283,당사자·대상,제1대대장 전임 소좌,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1112,야스다 구스지,E283,당사자·대상,부관 대위,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1113,요다 고타로,E283,당사자·대상,여단장 전임 소장,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1114,요시다 가쓰사부로,E283,당사자·대상,소좌,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1115,우에무라 린타로,E283,당사자·대상,소좌,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1116,이사와 이와헤이,E283,당사자·대상,제3대대장,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1117,이시카와 구스지로,E283,당사자·대상,제2대대장 소좌,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1118,하야시 한스케,E283,당사자·대상,제1대대장(동),111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1119,후와 다로시치,E283,당사자·대상,제2대대장 소좌,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1120,히지카타 기요시,E283,당사자·대상,부관 대위,111-3,,회고록단독,개선 부대 공로 장교 명단 열거
EP1121,미야자키 고쿠조,E284,당사자·대상,위문단 일행,111-3,,회고록단독,환영 대상 위문단 일행 열거
EP1122,야마다 신타로,E284,당사자·대상,위문단 일행,111-3,,회고록단독,환영 대상 위문단 일행 열거
EP1123,이케다 야스치카,E284,당사자·대상,위문단 일행,111-3,,회고록단독,환영 대상 위문단 일행 열거
EP1124,하야시 이치리키,E284,당사자·대상,위문단 일행,111-3,,회고록단독,환영 대상 위문단 일행 열거
EP1125,가와이 아사오,E288,연설자,(경영 포부 표명),114-1,,회고록단독,축하회에서 포부 표명 서술
EP1126,가와이 아사오,E289,당사자·대상,경영 위임 수임(필자),113-3,,회고록단독,위임 서면 교부받은 당사자
EP1127,가토 이치로,E289,중재자,주선,113-3,,회고록단독,경영위임 주선 명시
EP1128,가와이 아사오,E290,당사자·대상,사장,114-1,,회고록단독,사고(社告)에 사장 임명 명시
EP1129,박중양,E292,당사자·대상,도장관 영전·수증,57-1,,회고록단독,기념 금시계 증정 대상
EP1130,마쓰모토 시게마사,E293,당사자·대상,일등 군의정·원장,67-3,,회고록단독,초대 원장 착임 서술(1910.9)
EP1131,가와이 아사오,E294,주도자,필자(발행),99-4,,회고록단독,계획 보고·부록 발행 주체(필자 문맥)
EP1132,박중양,E294,주도자,박 관찰사(발의),99-4,,회고록단독,의무구독 명안 발의 명시
EP1133,쓰지 소노지로,E296,주도자,(상설관 설립),33-2,,회고록단독,대구구락부 설립 명시
EP1134,가와이 아사오,E298,당사자·대상,양수인,114-2,,회고록단독,무상 양수의 당사자
EP1135,가토 이치로,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1136,구로카와 엔지,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1137,기무라 다케타로,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1138,마치다 규고,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1139,사토 슈조,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1140,스기하라 신키치,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1141,시부사와 슈조,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1142,아오키 시게노부,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1143,오구라 다케노스케,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1144,이나모토 신신,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1145,이와세 시즈카,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1146,후지나와 분준,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1147,후쿠치 기사쿠,E298,당사자·대상,양도증 연서(출자자),114-2,,회고록단독,양도증 연서 명단 열거
EP1148,마쓰다 만로쿠,E299,당사자·대상,(사업 매수 대상),79-2,,회고록단독,청결조합의 사업 매수 상대방
EP1149,이진호,E299,대표·위원,회장(추대),79-2,,회고록단독,도장관을 회장으로 추대 명시
EP1150,기쿠치 겐조,E299,주도자,민장,79-2,,회고록단독,위생회 조직 주도 서술(성만 표기 '기쿠치 민장'·대표 표기 적용)
EP1151,다케자키 로쿠지로,E299,주도자,부윤,79-2,,회고록단독,위생회 조직 주도 서술(성만 표기 '다케자키 부윤')
EP1152,안도 마사지로,E299,주도자,대구경찰서장,79-2,,회고록단독,위생회 조직 주도 서술
EP1153,기쿠치 겐조,E300,당사자·대상,민장(세제개정안),90-3,,회고록단독,반대 출마가 겨냥한 세제개정안 공표 주체
EP1154,미카지리 주고,E300,대표·위원,민회의원(당선),90-3,,회고록단독,출마·당선 서술('옹' 지칭·참여자메모 준용; 참조상 '민회의원'은 미카지리 다케사부로 — 동일인 판별 유의)
EP1155,모리나가 소이치,E301,발기인,발기,39-2,,회고록단독,'모리나가 소이치 등의 발기' 명시
EP1156,가나모리 리키자부로,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1157,고다마 이타로,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1158,구와노 긴타로,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1159,기도 다다지로,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1160,나가이 고타로,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1161,나카에 고로헤이,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1162,니시야마 쓰루키치,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1163,마쓰이 이치타로,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1164,마에카와 도모지,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1165,미쓰하시 에이타로,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1166,미와 조테쓰,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1167,사이토 요시조,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1168,사카모토 도시스케,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1169,시노하라 가나메,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1170,아베 도시로,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1171,우에다 요시오,E301,참석자,필자 대리(주필),39-2,,회고록단독,저자 대리 출석 명시
EP1172,우치다 로쿠로,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1173,이시카와 오쿠조,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1174,이와나가 젠지로,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1175,이와세 시즈카,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1176,이즈카 쇼이치,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1177,후루카와 분노스케,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1178,히자쓰키 마스키치,E301,참석자,출석(회합),39-2,,회고록단독,'여기 모인 사람들' 열거(출석 20여 명 서술과 부합)
EP1179,가와이 아사오,E303,대표·위원,간사,40-2,,회고록단독,임원 명단(간사)
EP1180,나가이 고타로,E303,대표·위원,간사,40-2,,회고록단독,임원 명단(간사)
EP1181,나카에 고로헤이,E303,대표·위원,회장,40-2,,회고록단독,임원 명단(회장)
EP1182,마치다 규고,E303,대표·위원,간사,40-2,,회고록단독,임원 명단(간사)
EP1183,모리나가 소이치,E303,대표·위원,간사,40-2,,회고록단독,임원 명단(간사)
EP1184,사카모토 도시스케,E303,대표·위원,간사,40-2,,회고록단독,임원 명단(간사)
EP1185,우치다 로쿠로,E303,대표·위원,간사,40-2,,회고록단독,임원 명단(간사)
EP1186,가네미쓰 우헤이,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1187,가네코 기이치,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1188,가도치 가나,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1189,가도타 기쿠,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1190,가미야 도요나리,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1191,가미타니 겐지로,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1192,가사하라 사토시,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1193,가와구치 유키치,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1194,가와이 아사오,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1195,가와카쓰 우메키치,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1196,가즈 요시타로,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1197,구로노 기요쓰구,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1198,구와노 긴타로,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1199,기도 다다지로,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1200,기타가와 지헤이,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1201,기타무라 도시오,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1202,나가이 고타로,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1203,나카모토 가타로,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1204,나카무라 기이치,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1205,나카무라 헤이시로,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1206,나카쓰카 로쿠스케,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1207,나카에 고로헤이,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1208,노무라 후사요시,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1209,다나카 나라키치,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1210,다나카 후지타로,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1211,다카키 신지,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
EP1212,다카하시 우스케,E303,참석자,회원,40-1,,회고록단독,회원 77명 명단 열거(봉납식 거의 전원 참집 서술)
